TimeGenerated,UserPrincipalName,IPAddress,Location,Status,ResultType,ResultDescription,AppDisplayName,DeviceDetail
2025-06-05T12:36:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T12:39:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-05T12:40:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-35"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-05T12:40:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-27"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T12:48:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T12:54:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T12:56:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T12:59:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T12:59:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T13:00:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T13:00:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T13:02:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T13:03:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T13:05:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T13:09:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T13:10:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T13:10:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-05T13:14:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T13:14:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-05T13:15:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,SharePoint Online,Windows 10 | beyonce-knowles-device
2025-06-05T13:15:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-05T13:17:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-39"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T13:19:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T13:19:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T13:21:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T13:22:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T13:26:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | brian-ramirez-device
2025-06-05T13:29:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T13:30:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T13:30:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T13:32:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | lisa-jackson-device
2025-06-05T13:32:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T13:32:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,SharePoint Online,Windows 10 | elon-musk-device
2025-06-05T13:34:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T13:36:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T13:38:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-30"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T13:40:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-05T13:49:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-27"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T13:51:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T13:56:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | allison-hill-device
2025-06-05T13:57:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T13:59:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T14:02:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-05T14:06:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:06:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-05T14:07:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:08:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-31"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T14:10:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:10:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-05T14:13:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T14:15:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-27"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T14:16:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T14:17:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-05T14:20:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:21:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-05T14:21:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T14:21:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T14:24:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-05T14:30:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T14:32:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Outlook Web,Windows 10 | dylan-miller-device
2025-06-05T14:35:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-05T14:37:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:40:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-05T14:43:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-05T14:45:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T14:48:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:49:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T14:50:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T14:51:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-05T14:55:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T14:56:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-05T14:56:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-05T14:56:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,SharePoint Online,Windows 10 | ethan-adams-device
2025-06-05T14:58:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-05T14:59:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-05T15:00:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-05T15:00:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-05T15:00:00,gina.moore@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Exchange Online,Windows 10 | gina-moore-device
2025-06-05T15:04:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T15:08:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Exchange Online,Windows 10 | cristian-santos-device
2025-06-05T15:10:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T15:13:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-39"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-05T15:14:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-05T15:14:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
